İsim,Oyuncu_ID,Sezon,Turnuva_Ligi,Takım,rating,totalRating,countRating,goals,bigChancesCreated,bigChancesMissed,assists,expectedAssists,goalsAssistsSum,accuratePasses,inaccuratePasses,totalPasses,accuratePassesPercentage,accurateOwnHalfPasses,accurateOppositionHalfPasses,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,tackles,interceptions,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,shotsOffTarget,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,penaltyWon,penaltyConceded,shotFromSetPiece,freeKickGoal,goalsFromInsideTheBox,goalsFromOutsideTheBox,shotsFromInsideTheBox,shotsFromOutsideTheBox,headedGoals,leftFootGoals,rightFootGoals,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToGoal,errorLeadToShot,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,wasFouled,fouls,hitWoodwork,ownGoals,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,penaltyFaced,penaltySave,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,matchesStarted,penaltyConversion,setPieceConversion,totalAttemptAssist,totalContest,totalCross,duelLost,aerialLost,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,totalLongBalls,goalsConceded,tacklesWon,tacklesWonPercentage,scoringFrequency,yellowRedCards,savesCaught,savesParried,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,expectedGoals,goalKicks,ballRecovery,outfielderBlocks,id,appearances,goalsPrevented,kilometersCovered,numberOfSprints,topSpeed
"Daniel Maderner","336257","Bundesliga 24/25","Austrian Bundesliga","Grazer AK 1902","6.7892857142857","190.1","28","7","5","9","3","0","10","148","161","309","47.89644012945","36","118","75","20","7","25.925925925926","16","6","6","0","0","6","35.294117647059","49","20","20","47","29.192546583851","60","42.857142857143","107","35.548172757475","1881","14.285714285714","1","1","0","2","0","0","6","1","35","14","4","0","3","10","43.478260869565","33","0","0","26","300","10","25","12","653","26","59","1","0","13","13","9","0","0","4","0","0","0","0","30","4","0","0","0","0","0","21","100","0","20","27","17","194","80","0","0","0","23","34","7","43.75","268.71428571429","0","0","0","60","266","1","0","0","46","0","1511158","28","0","0","0","0"
"Alexander Hofleitner","1510108","Bundesliga 25/26","Austrian Bundesliga","Grazer AK 1902","6.6954545454545","147.3","22","4","3","4","2","0.90613608","6","103","91","194","53.092783505155","38","65","37","6","2","20","7","6","4","0","0","0","0","24","11","9","24","35.820895522388","63","52.066115702479","87","46.276595744681","964","16.666666666667","2","2","0","0","0","0","4","0","22","2","1","0","3","4","50","27","0","0","9","148","4","11","7","373","16","26","1","0","5","3","4","0","0","0","0","0","0","0","19","3","0","0","0","0","0","10","100","0","6","10","3","101","58","0","0","0","8","22","4","57.142857142857","241","0","0","0","51","143","0","5.0117","0","24","3","2098051","22","0","0","0","0"
"Arbnor Prenqi","1087258","Bundesliga 25/26","Austrian Bundesliga","Grazer AK 1902","6.45","12.9","2","0","0","0","0","0.00375611","0","3","2","5","60","1","2","1","0","1","100","0","1","0","0","0","0","0","0","0","0","1","100","0","0","1","50","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","1","4","0","0","0","1","0","2340787","2","0","0","0","0"
"Zétény Jánó","1185565","Bundesliga 25/26","Austrian Bundesliga","Grazer AK 1902","6.4454545454545","70.9","11","0","0","2","0","0.0833767","0","116","33","149","77.852348993289","60","56","27","2","0","0","17","0","2","0","0","0","0","9","3","5","29","44.615384615385","11","61.111111111111","40","48.192771084337","494","0","0","0","0","0","0","0","0","0","3","6","0","0","0","8","61.538461538462","6","0","0","5","71","1","9","7","268","12","12","1","0","9","1","1","0","0","0","0","0","0","0","10","2","0","0","0","0","0","6","0","0","2","10","1","43","7","0","0","0","13","12","11","64.705882352941","0","0","0","0","65","84","0","1.1463","0","25","0","2098053","11","0","0","0","0"
"Zétény Jánó","1185565","Bundesliga 24/25","Austrian Bundesliga","Grazer AK 1902","6.8071428571429","95.3","14","1","3","3","1","0","2","141","55","196","71.938775510204","66","79","50","11","6","33.333333333333","14","3","3","0","0","4","17.391304347826","13","5","3","31","41.333333333333","15","46.875","46","42.990654205607","755","7.6923076923077","0","0","0","0","0","0","0","1","9","4","0","0","1","10","62.5","18","0","0","9","124","5","14","5","394","11","12","1","0","12","0","5","0","0","0","0","0","0","0","12","0","0","0","0","0","0","9","0","0","11","18","23","61","17","0","0","0","16","12","6","42.857142857143","755","0","0","0","77","142","0","0","0","32","0","1830074","14","0","0","0","0"
"Mathias Olesen","994490","Bundesliga 25/26","Austrian Bundesliga","Grazer AK 1902","6.7125","53.7","8","1","1","1","0","0.39971538","1","280","68","348","80.459770114943","176","104","44","4","3","37.5","9","20","1","0","0","0","0","8","4","3","20","43.478260869565","6","35.294117647059","26","41.269841269841","692","12.5","0","0","0","0","0","0","1","0","5","3","0","0","1","23","69.69696969697","8","0","0","8","93","1","22","7","460","8","10","0","0","4","0","1","0","0","1","0","0","0","0","7","1","0","0","0","0","0","8","0","0","4","8","2","37","11","0","0","0","33","8","7","77.777777777778","692","0","0","0","203","145","1","0.7457","0","33","2","2663896","8","0","0","0","0"
"Mathias Olesen","994490","2. Bundesliga 25/26","2. Bundesliga","SpVgg Greuther Fürth","6.55","78.6","12","0","1","0","1","0.26879517","1","239","60","299","79.933110367893","150","89","38","3","0","0","9","14","4","0","0","0","0","3","2","0","19","41.304347826087","6","42.857142857143","25","41.666666666667","813","0","0","0","0","0","0","0","0","0","3","0","0","0","0","10","35.714285714286","19","0","0","5","73","1","17","6","400","10","14","0","0","7","0","1","0","0","1","0","0","0","0","14","5","0","0","0","0","0","10","0","0","3","1","2","35","8","0","0","0","28","19","6","66.666666666667","0","0","0","0","166","133","0","0.3902","0","32","2","2096719","12","0","0","0","0"
"Mathias Olesen","994490","2. Bundesliga 24/25","2. Bundesliga","1. FC Köln","6.7117647058824","114.1","17","0","2","3","0","0","0","283","65","348","81.32183908046","115","170","88","4","2","66.666666666667","14","9","1","0","0","2","28.571428571429","8","4","1","19","45.238095238095","10","38.461538461538","29","42.647058823529","686","0","0","0","0","0","0","0","0","0","7","1","0","0","0","10","32.258064516129","21","0","0","7","88","8","13","6","470","4","9","0","0","7","0","3","0","0","1","0","0","0","0","8","2","0","0","0","0","0","7","0","0","4","3","7","39","16","0","0","0","31","10","10","71.428571428571","0","0","0","0","136","219","0","0","0","44","0","1531588","18","0","0","0","0"
"Mathias Olesen","994490","Bundesliga 23/24","Bundesliga","1. FC Köln","6.3666666666667","38.2","6","0","0","0","0","0.21446295","0","41","10","51","80.392156862745","19","23","15","1","1","100","0","2","0","0","1","1","100","1","0","1","3","37.5","1","25","4","33.333333333333","113","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","25","2","0","0","2","14","3","3","2","66","2","3","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","1","1","1","8","3","0","0","0","4","3","0","0","0","1","0","0","23","29","0","0.0289","0","14","0","1086201","6","0","0","0","0"
"Mathias Olesen","994490","Super League 23/24","Swiss Super League","Yverdon-Sport FC","6.59375","105.5","16","0","2","1","1","0","1","215","53","268","80.223880597015","124","97","51","8","2","18.181818181818","18","3","0","0","0","6","35.294117647059","7","1","6","26","38.805970149254","5","35.714285714286","31","38.271604938272","952","0","0","0","0","0","0","0","0","0","4","3","0","0","0","9","47.368421052632","15","0","0","9","101","2","10","6","399","7","10","0","0","13","0","0","0","0","2","0","0","0","0","11","0","0","0","0","0","0","11","0","0","8","11","17","50","9","0","0","0","19","11","9","50","0","0","0","0","139","146","0","0","0","43","0","1268809","17","0","0","0","0"
"Murat Satin","816237","Bundesliga 25/26","Austrian Bundesliga","Grazer AK 1902","6.485","129.7","20","1","3","0","2","1.12475398","3","358","139","497","72.032193158954","155","203","100","12","7","35","16","13","4","0","0","7","21.212121212121","18","4","9","34","39.53488372093","3","12","37","33.333333333333","1227","5.5555555555556","0","0","0","0","2","0","0","1","7","11","0","0","1","37","42.528735632184","12","0","0","10","225","9","73","37","727","11","19","0","0","10","3","5","0","0","0","0","0","0","0","22","2","0","0","0","0","0","13","0","0","12","20","33","74","22","0","0","0","87","24","6","37.5","1227","0","0","0","183","314","1","0.8308","0","67","3","2114952","21","0","0","0","0"
"Murat Satin","816237","Bundesliga 24/25","Austrian Bundesliga","Grazer AK 1902","6.9551724137931","201.7","29","0","9","1","4","0","4","559","229","788","70.939086294416","251","343","167","44","9","33.333333333333","50","34","4","0","0","35","29.661016949153","32","10","13","82","46.327683615819","15","41.666666666667","97","45.539906103286","2124","0","0","0","0","0","7","0","0","0","6","26","0","0","0","51","38.059701492537","45","0","1","19","394","11","92","41","1278","25","30","2","0","30","0","9","0","0","2","0","0","0","0","37","5","0","0","0","0","0","23","0","0","44","27","118","116","21","0","0","0","134","42","35","70","0","0","0","0","316","590","2","0","0","135","0","1481411","29","0","0","0","0"
"Jacob Italiano","907217","Bundesliga 25/26","Austrian Bundesliga","Grazer AK 1902","7.1222222222222","128.2","18","3","1","2","0","0.80357706","3","312","135","447","69.798657718121","146","166","95","5","37","49.333333333333","44","18","1","0","0","2","6.25","15","4","6","99","59.281437125749","8","42.105263157895","107","57.52688172043","1533","20","1","1","1","0","0","0","1","2","6","9","0","0","3","25","36.764705882353","55","0","0","9","291","6","36","18","975","18","9","0","0","12","0","5","0","0","1","0","0","0","0","23","3","0","0","0","0","0","18","100","0","5","75","32","79","11","0","0","0","68","26","29","65.909090909091","511","0","0","0","193","254","2","1.466","0","84","4","2098087","18","0","0","0","0"
"Jacob Italiano","907217","Bundesliga 24/25","Austrian Bundesliga","Grazer AK 1902","6.775","189.7","28","1","6","4","2","0","3","406","163","569","71.353251318102","188","227","115","20","45","50","46","26","4","0","0","9","15.254237288136","18","4","10","113","53.301886792453","19","50","132","52.8","1717","5.5555555555556","0","0","0","0","0","0","1","0","10","8","1","0","0","31","35.227272727273","63","0","0","22","384","6","50","21","1251","23","20","1","1","12","0","4","0","0","4","0","0","0","0","29","2","0","0","0","0","0","17","0","0","20","90","59","118","19","0","0","0","88","31","30","65.217391304348","1717","0","0","0","237","391","2","0","0","97","0","1481423","28","0","0","0","0"
"Dominik Frieser","336675","Bundesliga 25/26","Austrian Bundesliga","Grazer AK 1902","6.6809523809524","140.3","21","0","4","0","0","1.15757427","0","261","130","391","66.751918158568","123","138","76","13","2","25","19","15","2","0","0","11","44","2","0","1","27","48.214285714286","12","38.709677419355","39","44.827586206897","1185","0","0","0","0","0","0","0","0","0","0","2","0","0","0","26","32.5","33","0","0","5","192","2","62","33","658","7","10","0","0","8","2","1","0","0","2","0","0","0","0","16","3","0","0","0","0","0","11","0","0","13","8","25","48","19","0","0","0","80","19","13","68.421052631579","0","0","0","0","148","243","0","0.0306","0","55","3","2098069","23","0","0","0","0"
"Dominik Frieser","336675","Bundesliga 24/25","Austrian Bundesliga","Grazer AK 1902","6.6862068965517","193.9","29","1","2","2","1","0","2","378","176","554","68.231046931408","152","231","118","14","9","37.5","24","15","2","0","0","5","11.627906976744","17","8","7","44","42.718446601942","21","42.857142857143","65","42.763157894737","2014","5.8823529411765","0","0","0","0","0","0","1","0","13","4","0","1","0","28","36.842105263158","39","0","0","12","305","5","60","24","958","13","10","0","0","22","5","2","0","0","1","0","0","0","0","31","5","0","0","0","0","0","26","0","0","14","24","43","87","28","0","0","0","76","36","14","58.333333333333","2014","0","0","0","190","407","1","0","2","78","0","1481435","29","0","0","0","0"
"Dominik Frieser","336675","Bundesliga 23/24","Austrian Bundesliga","TSV Hartberg","6.78","203.4","30","3","6","3","4","0","7","280","147","427","65.573770491803","94","196","126","25","12","50","19","6","1","1","1","10","25","21","9","7","48","47.058823529412","17","39.53488372093","65","44.827586206897","1669","14.285714285714","0","0","0","0","0","0","3","0","16","5","0","0","3","12","42.857142857143","12","0","0","7","270","13","32","12","725","17","13","0","0","23","6","5","1","0","2","0","0","0","0","29","1","0","0","0","0","0","20","0","0","24","24","40","80","26","0","0","0","28","30","10","52.631578947368","556.33333333333","0","0","0","121","346","1","0","0","59","0","1052267","30","0","0","0","0"
"Tim Paumgartner","1145941","Bundesliga 25/26","Austrian Bundesliga","Grazer AK 1902","6.525","26.1","4","0","0","0","0","0.01844377","0","17","4","21","80.952380952381","12","5","4","1","0","0","2","1","1","0","0","0","0","1","0","0","2","22.222222222222","3","60","5","35.714285714286","86","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","10","0","1","0","34","0","3","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","9","2","0","0","0","1","0","2","100","0","0","0","0","13","8","0","0.0713","0","3","0","2261530","4","0","0","0","0"
"Christian Lichtenberger","887904","Bundesliga 25/26","Austrian Bundesliga","Grazer AK 1902","6.6681818181818","146.7","22","1","1","1","0","1.13374785","1","205","72","277","74.007220216606","88","117","64","11","12","35.294117647059","18","2","1","0","0","3","25","9","4","5","44","51.162790697674","5","45.454545454545","49","50.515463917526","702","11.111111111111","0","0","0","0","0","0","1","0","5","4","0","0","1","12","42.857142857143","6","0","1","8","134","5","22","9","432","14","7","0","0","5","3","0","0","0","0","0","0","0","0","10","2","0","0","0","0","0","7","0","0","11","34","12","48","6","0","0","0","28","12","12","66.666666666667","702","0","0","0","105","172","0","1.4126","0","43","0","2098047","23","0","0","0","0"
"Christian Lichtenberger","887904","Bundesliga 24/25","Austrian Bundesliga","Grazer AK 1902","6.8967741935484","213.8","31","5","6","5","6","0","11","401","145","546","73.443223443223","158","265","155","31","36","49.315068493151","32","15","6","0","0","22","30.13698630137","40","19","16","97","46.190476190476","12","26.086956521739","109","42.578125","1902","12.5","0","0","0","0","3","0","3","2","16","24","2","2","0","18","38.297872340426","8","0","0","38","349","8","35","14","1020","29","27","1","0","14","4","5","1","0","0","0","0","0","0","31","3","0","0","0","0","0","24","0","0","30","73","73","147","34","0","0","0","47","34","27","84.375","380.4","0","0","0","184","435","3","0","0","80","0","1481391","31","0","0","0","0"
"Thorsten Schriebl","941055","Bundesliga 25/26","Austrian Bundesliga","Grazer AK 1902","6.91875","110.7","16","0","2","0","1","1.03014295","1","295","100","395","74.683544303797","165","130","57","12","5","71.428571428571","47","11","4","0","0","5","23.809523809524","4","1","3","68","60.176991150442","6","35.294117647059","74","56.923076923077","959","0","0","0","1","0","0","0","0","0","2","2","0","0","0","27","41.538461538462","10","0","0","4","147","0","68","40","632","16","17","0","0","22","0","0","0","0","0","0","0","0","0","14","2","0","0","0","0","0","12","0","0","12","7","21","56","11","0","0","0","65","16","29","61.702127659574","0","0","0","0","195","200","2","0.1849","0","49","7","2098044","16","0","0","0","0"
"Thorsten Schriebl","941055","Bundesliga 24/25","Austrian Bundesliga","Grazer AK 1902","6.6904761904762","140.5","21","0","3","0","0","0","0","305","71","376","81.117021276596","151","162","80","15","6","66.666666666667","44","11","4","1","2","8","26.666666666667","8","1","4","62","51.666666666667","10","47.619047619048","72","51.063829787234","1052","0","0","0","0","0","1","0","0","0","3","5","0","0","0","37","59.677419354839","6","0","1","8","124","3","47","28","568","12","26","0","0","21","0","3","0","0","0","0","0","0","0","15","0","0","0","0","0","0","10","0","0","15","9","30","69","11","0","0","0","62","15","24","54.545454545455","0","1","0","0","165","241","0","0","0","50","0","1541969","22","0","0","0","0"
"Tobias Koch","936477","Bundesliga 25/26","Austrian Bundesliga","Grazer AK 1902","6.775","135.5","20","0","3","0","2","1.63965282","2","444","159","603","73.63184079602","226","218","118","21","5","50","23","18","5","1","1","23","34.328358208955","12","4","6","45","51.136363636364","14","73.684210526316","59","55.140186915888","1514","0","0","0","0","0","2","0","0","0","5","7","0","0","0","47","45.631067961165","28","0","0","11","260","3","71","40","900","17","12","0","0","15","0","2","0","0","2","0","0","0","0","23","4","0","0","0","0","0","18","0","0","21","10","67","48","5","0","0","0","103","27","14","60.869565217391","0","0","0","0","268","335","0","0.6282","0","71","2","2098103","20","0","0","0","0"
"Tobias Koch","936477","Bundesliga 24/25","Austrian Bundesliga","Austria Klagenfurt","6.8740740740741","185.6","27","1","2","1","2","0","3","758","178","936","80.982905982906","364","399","190","16","13","48.148148148148","57","54","8","0","0","5","27.777777777778","12","3","8","95","51.912568306011","19","33.928571428571","114","47.698744769874","2210","8.3333333333333","0","0","0","1","1","0","0","1","2","10","0","0","1","67","60.909090909091","46","0","0","21","290","1","89","52","1366","27","22","1","0","33","0","1","0","0","4","0","0","0","0","45","6","0","0","0","0","0","27","0","0","16","27","18","125","37","0","0","0","110","51","39","68.421052631579","2210","0","0","0","415","539","0","0","0","148","0","1482960","27","0","0","0","0"
"Tobias Koch","936477","Bundesliga 23/24","Austrian Bundesliga","FC Blau Weiss Linz","6.7478260869565","155.2","23","1","2","0","0","0","1","714","202","916","77.947598253275","357","360","168","7","9","60","28","26","5","0","0","3","12.5","5","1","1","58","47.933884297521","19","43.181818181818","77","46.666666666667","1946","20","1","1","0","0","0","0","1","0","1","4","0","0","1","50","42.016806722689","35","0","1","18","300","6","81","36","1241","21","16","0","0","24","0","3","0","0","3","0","0","0","0","32","3","0","0","0","0","0","22","100","0","7","15","24","88","25","0","0","0","119","35","14","50","1946","0","0","0","413","527","0","0","0","156","0","1052243","23","0","0","0","0"
