İsim,Oyuncu_ID,Sezon,Turnuva_Ligi,Takım,rating,totalRating,countRating,goals,bigChancesCreated,bigChancesMissed,assists,expectedAssists,goalsAssistsSum,accuratePasses,inaccuratePasses,totalPasses,accuratePassesPercentage,accurateOwnHalfPasses,accurateOppositionHalfPasses,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,tackles,interceptions,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,shotsOffTarget,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,penaltyWon,penaltyConceded,shotFromSetPiece,freeKickGoal,goalsFromInsideTheBox,goalsFromOutsideTheBox,shotsFromInsideTheBox,shotsFromOutsideTheBox,headedGoals,leftFootGoals,rightFootGoals,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToGoal,errorLeadToShot,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,wasFouled,fouls,hitWoodwork,ownGoals,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,penaltyFaced,penaltySave,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,matchesStarted,penaltyConversion,setPieceConversion,totalAttemptAssist,totalContest,totalCross,duelLost,aerialLost,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,totalLongBalls,goalsConceded,tacklesWon,tacklesWonPercentage,scoringFrequency,yellowRedCards,savesCaught,savesParried,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,expectedGoals,goalKicks,ballRecovery,outfielderBlocks,id,appearances,kilometersCovered,numberOfSprints,topSpeed,goalsPrevented,substitutionsIn,substitutionsOut
"Robert","1500254","Superliga 24/25","Danish Superliga","FC København","6.8642857142857","96.1","14","2","3","2","3","0","5","129","28","157","82.165605095541","35","97","57","7","12","34.285714285714","10","5","0","0","0","3","42.857142857143","16","8","4","32","40","8","36.363636363636","40","39.21568627451","613","12.5","0","0","0","0","0","0","1","1","12","4","0","0","2","5","83.333333333333","10","0","0","8","96","5","7","5","323","10","8","1","0","9","4","4","0","0","0","0","0","0","0","3","0","0","0","0","0","0","9","0","0","7","35","7","62","14","0","0","0","6","3","7","70","306.5","0","0","0","41","123","2","0","0","17","0","1532870","14","0","0","0","0","0","0"
"Robert","1500254","UEFA Champions League 25/26","UEFA Champions League","FC København","7.1","42.6","6","2","1","1","0","0.3020626","2","39","10","49","79.591836734694","15","24","16","4","8","61.538461538462","10","1","0","0","0","2","25","11","5","3","21","55.263157894737","2","66.666666666667","23","56.09756097561","219","18.181818181818","0","0","0","0","0","0","1","1","8","3","1","0","1","3","100","4","0","0","3","29","1","5","2","117","3","5","0","0","5","3","3","0","0","0","0","0","0","0","3","2","0","0","0","0","0","3","0","0","4","13","8","18","1","0","0","0","3","5","6","60","109.5","0","0","0","16","33","1","1.0427","0","11","0","2283341","6","27.98617","46","32.868","0","0","0"
"Robert","1500254","Brasileirão Betano 2024","Brasileirão Betano","Cruzeiro","6.4333333333333","77.2","12","0","1","0","1","0.12752395","1","78","24","102","76.470588235294","22","56","30","3","9","40.909090909091","3","1","1","0","0","0","0","8","2","2","15","40.540540540541","2","18.181818181818","17","35.416666666667","396","0","0","0","0","0","0","0","0","0","3","5","0","0","0","2","50","4","1","0","3","53","0","7","2","171","3","2","0","0","4","1","4","0","0","0","0","0","0","0","2","0","0","0","0","0","0","3","0","0","3","22","5","31","9","0","0","0","4","2","1","33.333333333333","0","0","0","0","26","81","0","0.2903","0","8","0","1354950","12","0","0","0","0","0","0"
"Magnus Mattsson","896117","Superliga 25/26","Danish Superliga","FC København","6.9166666666667","41.5","6","2","3","2","1","1.1607666","3","196","25","221","88.68778280543","61","135","77","13","6","50","6","5","0","0","0","9","40.909090909091","11","4","4","17","41.463414634146","1","11.111111111111","18","36","457","18.181818181818","2","2","1","0","0","0","2","0","8","3","0","0","2","10","62.5","2","0","2","8","65","6","10","8","328","5","4","0","0","6","0","3","0","0","2","0","0","0","0","4","1","0","0","0","0","0","5","100","0","13","12","22","32","8","0","0","0","16","5","5","83.333333333333","228.5","0","0","0","67","154","0","2.5267","0","21","2","2062698","6","0","0","0","0","0","0"
"Magnus Mattsson","896117","Superliga 24/25","Danish Superliga","FC København","6.9645161290323","215.9","31","3","1","3","1","0","4","376","80","456","82.456140350877","108","289","159","40","16","50","32","7","2","0","0","21","35","39","16","11","65","50.387596899225","10","31.25","75","46.583850931677","1302","7.6923076923077","1","1","1","0","4","0","3","0","23","16","1","0","1","7","46.666666666667","10","0","0","15","192","13","18","6","757","18","21","1","0","14","1","12","0","0","0","0","0","0","0","17","1","0","0","0","0","0","16","100","0","40","32","60","86","22","0","0","0","15","18","24","75","434","0","0","0","122","394","4","0","0","52","0","1462735","31","0","0","0","0","0","0"
"Magnus Mattsson","896117","Superliga 23/24","Danish Superliga","FC København","7.3692307692308","95.8","13","2","2","2","2","0","4","392","76","468","83.760683760684","145","272","131","34","12","54.545454545455","34","13","2","0","0","25","35.714285714286","19","7","9","58","50","5","62.5","63","50.806451612903","1041","10.526315789474","0","0","0","0","3","0","2","0","9","10","0","0","2","13","72.222222222222","6","0","0","10","164","9","15","6","734","12","17","0","0","21","0","3","1","0","1","0","0","0","0","10","2","0","0","0","0","0","12","0","0","33","22","70","61","3","0","0","0","18","12","22","64.705882352941","520.5","0","0","0","161","377","3","0","0","53","0","1303127","13","0","0","0","0","0","0"
"Magnus Mattsson","896117","Eredivisie 23/24","VriendenLoterij Eredivisie","NEC Nijmegen","7.4105263157895","140.8","19","11","4","6","4","3.2392227","15","495","126","621","79.710144927536","213","286","151","29","42","61.764705882353","37","14","1","0","0","4","23.529411764706","45","28","8","112","51.851851851852","21","40.384615384615","133","49.626865671642","1710","24.444444444444","2","2","0","0","3","0","9","2","29","16","1","1","9","11","33.333333333333","14","0","0","43","278","21","20","7","1038","33","9","0","0","28","0","9","0","0","3","0","0","0","0","29","3","0","0","0","0","0","19","100","0","29","68","17","135","31","0","0","0","33","32","18","48.648648648649","155.45454545455","0","0","0","253","385","3","7.4381","0","109","0","1075178","19","0","0","0","0","0","0"
"Magnus Mattsson","896117","UEFA Champions League 23/24","UEFA Champions League","FC København","7.05","14.1","2","1","0","1","0","0.0809886","1","13","7","20","65","6","10","3","1","1","100","6","0","1","0","0","3","42.857142857143","5","2","1","7","63.636363636364","0","0","7","50","113","20","0","0","0","0","0","0","0","1","3","2","0","0","1","0","0","2","0","0","0","13","0","2","0","46","0","3","0","0","1","0","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","1","1","7","7","3","0","0","0","0","2","4","66.666666666667","113","0","0","0","8","19","0","0.5395","0","4","0","1299416","2","0","0","0","0","0","0"
"Viktor Claesson","137661","Superliga 25/26","Danish Superliga","FC København","6.5818181818182","144.8","22","3","1","11","1","1.53721798","4","330","75","405","81.481481481481","96","234","121","14","2","18.181818181818","12","4","1","0","0","1","16.666666666667","30","8","17","22","34.375","25","45.454545454545","47","39.495798319328","1053","10","0","0","0","0","0","0","3","0","30","0","0","0","3","5","55.555555555556","8","0","0","14","127","5","9","6","565","8","16","1","0","4","2","5","0","0","0","0","0","0","0","15","2","0","0","0","0","0","10","0","0","14","11","6","72","30","0","0","0","9","17","7","58.333333333333","351","0","0","0","109","296","1","5.7198","0","25","0","2062664","22","0","0","0","0","0","0"
"Viktor Claesson","137661","Superliga 24/25","Danish Superliga","FC København","7.0428571428571","197.2","28","6","8","7","3","0","9","404","110","514","78.599221789883","159","246","160","29","10","50","23","6","1","0","0","1","20","37","13","16","41","39.047619047619","17","36.95652173913","58","38.41059602649","1463","16.216216216216","0","0","2","0","0","0","6","0","29","8","3","0","3","7","46.666666666667","17","0","0","18","175","8","18","8","760","9","19","1","0","17","3","8","0","0","1","0","0","0","0","15","0","0","0","0","0","0","15","0","0","29","20","5","93","29","0","0","0","15","15","14","60.869565217391","243.83333333333","0","0","0","181","338","1","0","0","50","0","1462744","28","0","0","0","0","0","0"
"Viktor Claesson","137661","Superliga 23/24","Danish Superliga","FC København","7.1","184.6","26","5","5","5","2","0","7","416","99","515","80.776699029126","159","258","152","24","14","70","25","13","2","0","0","1","11.111111111111","28","11","12","50","45.871559633028","25","37.878787878788","75","42.857142857143","1370","17.857142857143","0","0","1","0","0","0","5","0","24","4","2","1","2","24","70.588235294118","16","0","0","16","164","10","25","18","768","11","30","0","0","9","1","5","0","0","4","0","0","0","0","9","1","0","0","0","0","0","15","0","0","24","20","9","100","41","0","0","0","34","10","19","76","274","0","0","0","174","350","3","0","0","68","0","1068383","26","0","0","0","0","0","0"
"Viktor Claesson","137661","UEFA Champions League 25/26","UEFA Champions League","FC København","6.1875","49.5","8","0","0","0","0","0.37834367","0","89","45","134","66.417910447761","31","58","33","6","1","33.333333333333","7","2","0","0","0","1","33.333333333333","4","3","1","11","37.931034482759","5","26.315789473684","16","33.333333333333","317","0","0","0","0","0","0","0","0","0","3","1","0","0","0","0","0","3","0","0","6","65","4","6","2","192","3","10","0","0","0","0","0","0","0","0","0","0","0","0","7","5","0","0","0","0","0","2","0","0","6","3","3","32","14","0","0","0","1","12","7","100","0","0","0","0","41","93","0","0.3524","0","14","0","2283331","8","44.31226","26","28.62","0","0","0"
"Viktor Claesson","137661","UEFA Champions League 23/24","UEFA Champions League","FC København","6.7","46.9","7","0","0","1","0","0.37658812","0","129","51","180","71.666666666667","67","62","41","7","3","50","7","4","0","0","0","0","0","6","1","3","12","36.363636363636","11","27.5","23","31.506849315068","481","0","0","0","0","0","0","0","0","0","6","0","0","0","0","1","25","10","0","0","5","76","5","5","2","274","2","9","0","0","5","1","2","0","0","1","0","0","0","0","10","0","0","0","0","0","0","6","0","0","7","6","0","50","29","0","0","0","4","10","4","57.142857142857","0","0","0","0","87","93","0","0.7662","0","25","0","1091720","7","0","0","0","0","0","0"
"William Clem","1083413","Superliga 25/26","Danish Superliga","FC København","6.8588235294118","116.6","17","1","1","0","1","0.98601249","2","411","68","479","85.80375782881","171","240","101","6","4","57.142857142857","22","21","0","0","0","3","42.857142857143","12","6","4","37","56.060606060606","5","50","42","55.263157894737","702","8.3333333333333","0","0","0","0","0","0","1","0","5","7","0","0","1","19","44.186046511628","9","0","0","3","89","5","34","18","601","11","13","0","0","11","0","2","0","0","1","0","0","0","0","9","0","0","0","0","0","0","6","0","0","6","7","7","34","5","0","0","0","43","9","14","63.636363636364","702","0","0","0","183","296","1","0.51","0","41","0","2076869","17","0","0","0","0","0","0"
"William Clem","1083413","Superliga 24/25","Danish Superliga","FC København","6.9666666666667","83.6","12","0","1","0","1","0","1","353","56","409","86.308068459658","123","231","113","4","0","0","32","14","1","0","0","1","25","14","2","5","42","59.154929577465","4","66.666666666667","46","59.74025974026","629","0","0","0","0","1","0","0","0","0","3","11","0","0","0","17","48.571428571429","7","0","1","6","70","10","29","19","527","10","13","0","0","9","0","7","0","0","0","0","0","0","0","11","0","0","0","0","0","0","6","0","0","4","1","4","31","2","0","0","0","35","11","19","59.375","0","0","0","0","136","277","1","0","0","36","0","1498096","13","0","0","0","0","0","0"
"William Clem","1083413","Superliga 23/24","Danish Superliga","FC København","6.8428571428571","143.7","21","0","0","1","0","0","0","576","97","673","85.586924219911","238","339","142","8","1","100","28","26","1","0","0","1","16.666666666667","13","2","5","35","50","8","42.105263157895","43","48.314606741573","1279","0","0","0","0","0","0","0","0","0","3","10","0","0","0","34","57.627118644068","20","0","0","1","118","9","41","22","841","6","12","1","0","22","0","6","0","0","3","0","0","0","0","15","1","0","0","0","0","0","14","0","0","8","1","6","46","11","0","0","0","59","16","17","60.714285714286","0","0","0","0","266","413","1","0","0","83","0","1046060","22","0","0","0","0","0","0"
"William Clem","1083413","UEFA Champions League 25/26","UEFA Champions League","FC København","6.8333333333333","41","6","0","0","0","0","0.10876227","0","153","41","194","78.865979381443","73","80","34","3","0","0","6","7","1","0","0","1","100","3","0","1","8","38.095238095238","7","87.5","15","51.724137931034","404","0","0","0","0","0","0","0","0","0","1","2","0","0","0","13","56.521739130435","18","0","0","1","42","0","13","7","254","2","5","0","0","7","0","2","0","0","0","0","0","0","0","7","3","0","0","0","0","0","5","0","0","3","0","1","14","1","0","0","0","23","10","4","66.666666666667","0","0","0","0","91","103","0","0.0866","0","14","1","2382754","6","50.61842","31","31.068","0","0","0"
"William Clem","1083413","UEFA Champions League 23/24","UEFA Champions League","FC København","6.3","6.3","1","0","0","0","0","0.00381663","0","15","2","17","88.235294117647","9","6","1","0","0","0","1","0","0","0","0","0","0","1","0","1","1","20","1","100","2","33.333333333333","69","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","100","2","0","0","0","2","0","1","1","22","0","1","0","0","3","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","1","0","0","0","0","0","4","0","0","0","0","1","3","0","0","0","0","0","0","9","8","0","0.0479","0","2","0","1318333","1","0","0","0","0","0","0"
"Mads Emil Madsen","848034","Superliga 25/26","Danish Superliga","FC København","6.9272727272727","152.4","22","1","3","0","2","1.83769254","3","719","141","860","83.604651162791","311","408","210","20","10","41.666666666667","52","12","1","0","0","1","20","24","7","10","85","56.666666666667","17","51.515151515152","102","55.737704918033","1472","4.1666666666667","0","0","0","1","0","0","1","0","18","6","0","1","0","26","55.31914893617","12","0","1","21","204","14","41","19","1136","23","15","1","0","16","1","7","0","0","4","0","0","0","0","19","2","0","0","0","0","0","15","0","0","20","24","5","81","16","0","0","0","47","21","28","53.846153846154","1472","0","0","0","347","513","1","1.8201","0","84","2","2067642","22","0","0","0","0","0","0"
"Mads Emil Madsen","848034","Superliga 24/25","Danish Superliga","AGF","7.1709677419355","222.3","31","5","7","7","3","0","8","994","194","1188","83.670033670034","486","521","250","37","22","52.380952380952","70","27","3","0","1","13","37.142857142857","47","19","11","128","58.447488584475","39","50.649350649351","167","56.418918918919","2641","10.63829787234","0","0","1","0","0","0","5","0","34","13","1","2","2","34","53.968253968254","25","0","0","33","331","18","41","16","1687","36","23","1","0","16","1","17","1","0","4","0","0","0","0","40","4","0","0","0","0","0","30","0","0","36","42","35","129","38","0","0","0","63","44","46","65.714285714286","528.2","1","0","0","523","700","3","0","0","108","0","1457679","31","0","0","0","0","0","0"
"Mads Emil Madsen","848034","Superliga 23/24","Danish Superliga","AGF","6.99","139.8","20","3","0","2","0","0","3","653","142","795","82.138364779874","312","343","146","19","16","69.565217391304","23","20","3","0","0","2","14.285714285714","15","6","7","58","47.933884297521","23","56.09756097561","81","50","1539","20","0","0","0","1","0","0","1","2","9","6","0","3","0","40","64.516129032258","23","1","0","14","197","14","42","23","1050","19","25","1","0","18","2","2","1","0","2","0","0","0","0","23","6","0","0","0","0","0","17","0","0","18","23","14","81","18","0","0","0","62","29","15","65.217391304348","513","0","0","0","360","449","1","0","0","85","0","1047499","20","0","0","0","0","0","0"
"Mads Emil Madsen","848034","UEFA Champions League 25/26","UEFA Champions League","FC København","6.5285714285714","45.7","7","0","0","1","0","0.05727082","0","93","15","108","86.111111111111","47","46","19","0","2","66.666666666667","8","4","0","0","0","0","0","2","2","0","10","40","3","100","13","46.428571428571","274","0","0","0","0","0","0","0","0","0","1","1","0","0","0","6","75","5","0","1","4","24","0","5","4","151","0","6","0","0","4","0","0","0","0","0","0","0","0","0","9","3","0","0","0","0","0","2","0","0","0","3","0","15","0","0","0","0","8","12","2","25","0","0","0","0","52","56","0","0.4184","0","9","2","2283327","7","38.39305","22","29.52","0","0","0"
"Oliver Højer","1426255","Superliga 25/26","Danish Superliga","FC København","6.675","26.7","4","0","1","0","0","0.2919221","0","60","10","70","85.714285714286","19","41","20","3","4","66.666666666667","5","0","1","0","0","2","28.571428571429","4","2","0","9","52.941176470588","0","0","9","52.941176470588","161","0","0","0","0","0","0","0","0","0","1","3","0","0","0","4","66.666666666667","2","0","0","3","25","1","5","3","110","0","2","0","0","1","0","2","1","0","0","0","0","0","0","5","0","0","0","0","0","0","2","0","0","2","6","7","8","0","0","0","0","6","5","3","60","0","0","0","0","21","49","0","0.1719","0","8","0","2664250","4","0","0","0","0","0","0"
"Oliver Højer","1426255","Superliga 24/25","Danish Superliga","FC København","6.7","6.7","1","0","0","0","0","0","0","7","0","7","100","1","6","4","0","0","0","0","1","0","0","0","0","0","2","1","0","1","50","0","0","1","50","11","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","12","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","6","0","0","0","1","0","1498094","2","0","0","0","0","0","0"
